,Name,LineA,LineB,LineC,Concatenated
1616,Mitchell ," My dad has this perception that I was very flamboyant as a kid, which is just... it's nonsense, because I kept the whole gay thing very under wraps. You know, I was just a guy's guy. I-I was basically a jock. You know?",,,
1617,Gloria ," So, we should crush Manny's spirit and destroy everything that makes him who he is.",,,
1618,Jay ," I'm just saying, it's no fun to see your kid get picked on every day, getting tormented just because he's different. Now, I'm telling you, it rips your heart out.",,,
1619,Gloria ," Well, batman doesn't get picked on, and he wears a cape. A poncho is just a cape that goes all the way around.",,,
1620,Jay , Batman doesn't get picked on because he's a muscular genius. Manny can't make it to the top bunk.,,,
1621,Gloria , We're taking this poncho to Manny at school. It's important that he knows that we support him. And then we go get those massages 'coz that sounded good.,,,
1622,Phil , I always take the stairs two at a time. I don't even think about it anymore. The regular way would seem weird.,,,
1623,Claire ," Phil, let it go. I'm faster than you.",,,
1624,Phil ," If only there was some way we could settle this once and for all, but how? Huh.",,,
1625,Claire , You seriously want to race me? I ran a half marathon last year.,,,
1626,Phil , Wow. I'm half scared.,,,
1627,Claire ," Okay, we do need to do this. I'll go change.",,,
1628,Phil , Not now. I got a conference call. But how about after that?,,,
1629,Claire , Great. This afternoon.,,,
1630,Phil ," Sweet! Two at a time, two at a time, two at a... Son of a gun, got to fix that step. Two at a time, already at the top, so... ",,,
1631,Dr Miura , Hi. I'm dr. Miura. I'm on call today. Looks like we have a little head bump.,,,
1632,Mitchell ," Yeah, it happened a couple hours ago on a doorjamb.",,,
1633,Dr Miura ," Oh, ouch.",,,
1634,Mitchell ," We used to do this thing in school where they would give you an egg, And you... you know, you couldn't break it. And it was supposed to teach you how hard it was to be a parent. But... The real thing, it's... it's... it's so much harder.",,,
1635,Cameron ," We did that in my school, too. It didn't turn out so well. Went through a dozen eggs.",,,
1636,Mitchell ," Yeah, well, he's a nervous eater.",,,
1637,Cameron ," No, I broke a dozen eggs.",,,
1638,Mitchell , Oh. I'm sorry. I just assumed that...,,,
1639,Cameron , I know. I know what you assumed.,,,
1640,Dr Miura , There doesn't seem to be any mark.,,,
1641,Cameron ," Well, her head was... somewhat protected.",,,
1642,Dr Miura , Protected? Was she wearing a hat?,,,
1643,Mitchell ," Yes, yes. It was like a hat.",,,
1644,Cameron ," It was a wig. Actually, sort of a ghetto-fabulous afro thing. I thought it might be medically relevant.",,,
1645,Mitchell ," Really? You thought ""ghetto-fabulous"" might be medically relevant?",,,
1646,Dr Miura , Maybe I should just finish with the exam?,,,
1647,Mitchell , Yes. Thanks.,,,
1648,Cameron , You'll be pleased to know that Mitchell and I intend on raising lily With influences from her asian heritage.,,,
1649,Dr Miura , That is fantastic. Have you noticed any vomiting since the head bump?,,,
1650,Mitchell ," Uh, no. No, no.",,,
1651,Cameron ," We've hung some art in her room, some Asian art, And then when she's ready for solid food, There is a fantastic pho place Right around the corner from our house. Am I pronouncing that right? Is it ""pho""? It's a soup. ",,,
1652,Dr Miura ," I don't know. I'm from Denver. We don't have a lot of...Pho there. Just to be sure, Could you show me how hard Lily got hit? And u... use your head.",,,
1653,Mitchell ," Oh, yeah, so, I mean, really, it was... It was just sort of like, um...",,,
1654,Dr Miura , Could I see that again?,,,
1655,Mitchell ," Um, it was just... just a head bump, you know?",,,
1656,Dr Miura , How are you feeling?,,,
1657,Mitchell ," Uh, fine.",,,
1658,Dr Miura ," So is Lily. Babies are designed to survive new parents, so stop worrying. You guys are doing great.",,,
1659,Cameron , Thank you.,,,
1660,Dr Miura , Denver.,,,
1661,Jay ," I don't see any ponchos, Which means either the kids don't wear them or the ones who do wear them disappear.",,,
1662,Gloria , We're doing the right thing.,,,
1663,Gloria ," I support Manny no matter what. Children need to know that you believe in them. It's the most important thing. If you tell them they have wings, they will believe they can fly.",,,
1664,Jay ," Oh, really? I had a buddy went to Woodstock, believed he could fly... didn't end great. It's why hotel windows don't open anymore.",,,
1665,Manny , Is something wrong? Who's died?,,,
1666,Gloria ," No one, Manny.",,,
1667,Jay , Why would you even think that?,,,
1668,Gloria ," In Colombia, Manny went to Pablo Escobar elementary school. If you were pulled out of class, it was definitely to identify a body.",,,
1669,Jay ," Well, we got your poncho here.",,,
1670,Manny , I thought you said it made me look like my neck was wearing a dress.,,,
1671,Jay , That was a joke.,,,
1672,Manny ," Oh, good it's still in the pocket. ",,,
1673,Jay , What do you got there buddy?,,,
1674,Manny , My pan flute. I'm going to play some Colombian folk music for my new classmates.,,,
1675,Jay , Huh. Great.,,,
1676,Gloria , I've never been more proud of you. I'm sure your friends are gonna love it. Break the flute.,,,
1677,Jay , What?,,,
1678,Gloria , The poncho by itself is fine. The poncho plus the flute plus the stupid dance... My son will die a virgin.,,,
1679,Jay , That's right.,,,
1680,Jay ," Hey, sport, can I take a look at that whistle? Oh, geez, look at that!",,,
1681,Gloria , And now you stepped on it!,,,
1682,Jay ," What? Oh, darn! Wh-what's wrong with me?!",,,
1683,Cameron ," Here, let me get it.",,,
1684,Mitchell ,"Thank you. You know what, actually, maybe you should do this. I-I don't want to bump her head against the door, You know, pinch her with the seat belt.",,,
1685,Cameron ," Mitchell, how long are you gonna beat yourself up over one mistake? Is this gonna be like the blond highlights all over again?",,,
1686,Mitchell , I just... I think I suck at being a father.,,,
1687,Cameron , What are you talking about? We're new at this.,,,
1688,Mitchell ," Yeah, but you're such a natural. I mean, look at you. You walk into the room, and she lights up. You... you change her diaper with one hand. I... Nice, I'm actually jealous of you.",,,
1689,Cameron ," There are so many things that you do that I can't. You... you baby-proofed the entire house. You took care of all the adoption paperwork. Without you, we wouldn't even have a baby to injure. Just a couple of forms.",,,
1690,Mitchell ," Actually, that was a lot of paperwork.",,,
1691,Cameron , And you got her on all those preschool waiting lists. ,,,
1692,Mitchell , I can't believe you were gonna wait until she was old enough.,,,
1693,Cameron ," You see, that's what makes us a great team. We each have our own strengths. Now... Who are amazing parents?",,,
1694,Mitchell , We are.,,,
1695,Cameron , I can't hear you.,,,
1696,Mitchell , We are!,,,
1697,Cameron , Don't you forget it.,,,
1698,Mitchell , Okay. Did we just lock our baby in the car?,,,
1699,Cameron , Did you put the keys in the bag?!,,,
1700,Mitchell , I put the keys in the bag. That's what we always...,,,
1701,Cameron ," Oh, Mitchell, I told you not to put the keys in the bag!",,,
1702,Mitchell ," Don't freak out. Come on, don't freak out!",,,
1703,Cameron ," Lily, it's okay!",,,
1704,Mitchell ," * a, b, c, d, e, f, g *",,,
1705,Cameron ," What, are you singing to her? People get arrested for this, Mitchell! We have to keep her calm.",,,
1706,Mitchell ," * h, I, j, k, l, m, n, o, p *",,,
1707,Cameron , Do all four doors lock?! Do you have a phone?!,,,
1708,Phil , what?,,,
1709,Claire , I didn't say anything.,,,
1710,Phil , I couldn't hear you. I'm cranking one of my mash-ups.,,,
1711,Claire , Oh.,,,
1712,Phil ," Hey, hey! There they are. How was the first day back in prison?",,,
1713,Alex , Fine.,,,
1714,Luke , Yeah. What are you guys doing?,,,
1715,Phil , Your mom and I are racing to the mailbox on sequoia and back.,,,
1716,Alex , Why?,,,
1717,Claire , I don't know.,,,
1718,Phil ," Oh, she knows. Hey, buddy, as soon as I'm done kicking a little mom butt here, How about I school you in some Mariokart?",,,
1719,Luke , Can't. Got to work on my journal.,,,
1720,Phil ," Lame! Hey, uh, Alex, you? ",,,
1721,Alex , I have a history paper.,,,
1722,Phil ," Well, if you want see a little history being made right here...",,,
1723,Alex , Not really.,,,
1724,Phil , Okay. Ready?,,,
1725,Claire , Are you?,,,
1726,Phil ," I was born ready. I came out of the womb wearing tiny, little, golden...",,,
1727,Claire , Go!,,,
1728,Phil , ...Wings.,,,
1729,Cameron , I'm breaking the window!,,,
1730,Trina , Emergency assistance. This is Trina.,,,
1731,Mitchell ," Help! We locked our baby in the car, and people are judging us!",,,
1732,Cameron ," I swear to god, I'm gonna break it!",,,
1733,Mitchell , Do not break the window! You'll get glass on her!,,,
1734,Trina ," Sir, please tell your wife to relax. Everything is going to be okay.",,,
1735,Mitchell , That's a man.,,,
1736,Trina , Really?,,,
1737,Cameron ," Don't worry, Lily! Lily, daddy's coming for you!",,,
1738,Trina ," Sir, we just sent the signal. The door should be unlocked now.",,,
1739,Mitchell ," Check... check the door. Check the door, check the door.",,,
1740,Cameron , It's not unlocked! Oh! oh...,,,
1741,Mitchell , Okay.,,,
1742,Cameron , That is amazing. How did they do that?,,,
1743,Mitchell , I don't know. It's just... We got it. Thank you.,,,
1744,Cameron , Did that come from space?,,,
1745,Claire , I run five miles a day. I have a resting heart rate of 48. There is no way I'm going to lose a two-mile race to Johnny Ski Pole.,,,
1746,Phil , Just saving my energy... drafting off of you. You feeling cocky? ,,,
1747,Claire ," Yeah, I am.",,,
1748,Phil , I love it!,,,
1749,Claire ," But after seeing that t-shirt, I realized something. The first day of school is tough on all my kids, especially the one I married.",,,
1750,Phil ," Boo boo boop! Afterburners engaged! Ooh! Don't choke on my smoke! And down the stretch he goes! I don't believe it! Daddy wins! Do you believe in miracles?! U.S.A.! U.S... Oh, no!",,,
1751,Claire ," Oh, geez!",,,
1752,Haley ," Oh, my... What was that?! Was that a person?!",,,
1753,Phil , I'm good!,,,
1754,Haley , Dad?!,,,
1755,Phil , I'm good! I'm good!,,,
1756,Claire , Are you okay?,,,
1757,Phil ," You're getting better, sweetheart.",,,
1758,Claire ," Did I lose the race to make him feel better? Maybe. But it just seemed like he could use a win today. We do strange things for the people we love. We lie to them. We lie for them. There may be some bumps along the way, But we never stop wanting the best for them. That's what makes it such a tough job... But kind of the best job in the world.",,,
1759,Claire , What are you doing?! Keep your eyes on the road!,,,
1760,Phil , Eyes on the road!,,,
1761,Alex ," Oh, my god! Oh, my...",,,
1762,Phil , oh. Uh-oh. ‘Kay.,,,
1763,Claire ," All right, sweetie, this happens. Remain calm. That's the first thing. Pull over right here. I'll get out the registration.",,,
1764,Haley ," Mom, I don't like cops.",,,
1765,Claire ," Okay, pull over right there.",,,
1766,Haley , I don't like cops.,,,
1767,Claire ," All right, there's a space right here.",,,
1768,Haley ," I can't pull over. No, I can't.",,,
1769,Claire , You need to pull over. ,,,
1770,Haley , I can't pull over. I don't like cops.,,,
1771,Claire , You got to pull over.,,,
1772,Phil , No can do. I got priors.,,,
1773,Haley , I'm speeding up.,,,
1774,Phil ," The parking ticket from the mall... I never paid the parking ticket! Keep moving, sweetheart!",,,
1775,Haley , Dad agrees with me... I can speed up!,,,
1776,Claire ," It's not a movie, Haley! Pull over!   Modern Family",,,
1777,Gloria ," Bravo! Bravo, Manny, bravo!",,,
1778,Jay ," Well, when I heard Manny wanted to fence, I was like, ""sure. uncoordinated kid, lethal weapon... How can this go wrong?""",,,
1779,Gloria , And what do you think now?,,,
1780,Jay ," I'm proud of our little Zorro. I mean, I worked with him a little, but the kid's got skills.",,,
1781,Gloria ," It's in his blood. His father was a master swordsman. He was an artist with his sword. I mean, the way he throws the sword... I mean, he was legendary.",,,
1782,Jay ," You know, this nice moment I'm having with your son... You're... Kind of wrecking it.",,,
1783,Gloria , Sorry.,,,
1784,Alex , Did you know that fencing goes back to the 12th century?,,,
1785,Haley , You know what's even nerdier than fencing? Knowing when it began.,,,
